,NDC Description,Potential Dispensed Days,Risk Factor,Rolling Window Days,Mean of Rolling Sum,STD. Of Rolling Sum,Actual Dispensed Days,Recommended Min Level,Recommended Max Level
749,calcitonin 200 intl units/inh nasal spray [3.7mL],92,1,5,4.0,0.0,3,4.0,4.0
750,aMILoride 5 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
751,Symbicort 80 mcg-4.5 mcg inhaler [10.2g],92,1,5,20.5,10.772772696894117,4,20.5,31.272772696894116
752,nortriptyline 10 mg capsule,92,1,5,100.0,58.55400437691199,3,100.0,158.554004376912
753,Covaryx HS 0.625 mg-1.25 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
754,Myrbetriq ER 50 mg tablet,92,1,5,104.21052631578948,33.25833193289688,9,104.21052631578948,137.46885824868636
755,lithium 300 mg capsule,92,1,5,96.25,12.445533509971604,5,96.25,108.6955335099716
756,AndroGel 1% (50 mg/5 g) gel packet [150g],92,1,5,150.0,0.0,3,150.0,150.0
757,lamoTRIgine 25 mg tablet,92,1,5,120.0,0.0,1,120.0,120.0
758,Pegasys 180 mcg/mL inj-sol [1mL],92,1,5,6.0,0.0,1,6.0,6.0
759,doxycycline 20 mg tablet,92,1,5,60.0,0.0,2,60.0,60.0
760,ciclopirox topical 1% shampoo [120mL],92,1,5,138.46153846153845,45.06405697192864,3,138.46153846153845,183.5255954334671
761,loperamide 2 mg capsule,92,1,5,105.64102564102564,121.13052707056993,9,105.64102564102564,226.77155271159558
762,methylphenidate 10 mg tablet,92,1,5,120.0,63.245553203367585,2,120.0,183.2455532033676
763,warfarin (Exelan) 3 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
764,Avonex 30 mcg/0.5 mL pen-kit [4EA],92,1,5,4.0,0.0,3,4.0,4.0
765,Proctofoam HC 1%-1% rectal foam [10g],92,1,5,10.0,0.0,3,10.0,10.0
766,Nucynta 50 mg tablet,92,1,5,90.0,0.0,3,90.0,90.0
767,Hysingla ER 30 mg tablet,92,1,5,30.0,0.0,3,30.0,30.0
768,Amitiza 24 mcg capsule,92,1,5,120.0,60.0,6,120.0,180.0
769,Vyvanse 20 mg capsule,92,1,5,47.72727272727273,25.622129234189472,5,47.72727272727273,73.3494019614622
770,Seroquel XR 50 mg tablet,92,1,5,30.0,0.0,2,30.0,30.0
771,SUMAtriptan 20 mg/inh nasal spray [6EA],92,1,5,6.0,0.0,2,6.0,6.0
772,dupilumab 300 mg/2 mL inj-syr [4mL],92,1,5,6.25,3.615443067098218,2,6.25,9.865443067098218
773,levothyroxine (Tirosint) 75 mcg capsule,92,1,5,90.0,0.0,3,90.0,90.0
774,amLODIPine-benazepril 10 mg-40 mg capsule,92,1,5,118.63636363636364,42.90581651605165,5,118.63636363636364,161.54218015241528
775,estradiol 0.5 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
776,calcium acetate 667 mg capsule,92,1,5,360.0,0.0,1,360.0,360.0
777,escitalopram 5 mg tablet,92,1,5,66.71875,46.35085994608876,8,66.71875,113.06960994608876
778,Janumet XR 500 mg-50 mg tablet,92,1,5,180.0,0.0,4,180.0,180.0
779,dilTIAZem ER 300 mg/24 hour capsule,92,1,5,90.0,0.0,3,90.0,90.0
780,triamcinolone 0.1% cream [80g],92,1,5,120.93023255813954,74.82722809399228,12,120.93023255813954,195.7574606521318
781,colestipol 1 g tablet,92,1,5,161.53846153846155,66.56402354702749,3,161.53846153846155,228.10248508548904
782,Xeljanz XR 11 mg tablet,92,1,5,40.0,14.638501094227998,3,40.0,54.638501094228
783,Savella 50 mg tablet,92,1,5,60.0,0.0,1,60.0,60.0
784,liothyronine 25 mcg tablet,92,1,5,142.5,66.6392487478979,4,142.5,209.1392487478979
785,temazepam 30 mg capsule,92,1,5,30.0,0.0,3,30.0,30.0
786,glucagon emergency kit 1 mg inj-vial [1EA],92,1,5,1.6129032258064515,0.71542152399075,7,1.6129032258064515,2.3283247497972015
787,irbesartan 150 mg tablet,92,1,5,180.0,0.0,2,180.0,180.0
788,clindamycin 1% lotion [60mL],92,1,5,128.57142857142858,79.37253933193767,14,128.57142857142858,207.94396790336626
789,sulfamethoxazole-trimethoprim 200-40/5mL oral susp,92,1,5,147.5,81.69217288768313,2,147.5,229.1921728876831
790,clindamycin 300 mg capsule,92,1,5,29.06896551724138,10.309257401837435,7,29.06896551724138,39.378222919078816
791,zzOcella (drospirenone/EE) 3/0.03 tablet (28),92,1,5,84.0,0.0,5,84.0,84.0
792,carbidopa-levodopa CR 25 mg-100 mg tablet,92,1,5,240.0,0.0,2,240.0,240.0
793,mycophenolate mofetil 500 mg tablet,92,1,5,270.0,131.74650984805197,3,270.0,401.74650984805197
794,Lunesta 3 mg tablet,92,1,5,87.5,48.387026647915526,7,87.5,135.88702664791552
795,lidocaine topical 2% Gel [30mL],92,1,5,66.66666666666667,36.0555127546399,2,66.66666666666667,102.72217942130658
796,temazepam 15 mg capsule,92,1,5,80.0,14.638501094227998,3,80.0,94.63850109422799
797,Hysingla ER 40 mg tablet,92,1,5,30.0,0.0,3,30.0,30.0
798,fluocinonide 0.05% topical solution [60mL],92,1,5,60.0,0.0,3,60.0,60.0
799,atenolol 100 mg tablet,92,1,5,90.0,0.0,3,90.0,90.0
800,interferon beta-1a (Rebif) 44 mcg/0.5 mL PFS [0.5mL],92,1,5,6.0,0.0,3,6.0,6.0
801,fentaNYL 25 mcg/hour patch,92,1,5,10.0,0.0,3,10.0,10.0
802,metoprolol tartrate 100 mg tablet,92,1,5,189.47368421052633,41.29483209670111,4,189.47368421052633,230.76851630722743
803,Oxycontin ER 10 mg/12 hour tablet,92,1,5,60.0,0.0,3,60.0,60.0
804,clobetasol 0.05% cream [60g],92,1,5,64.86486486486487,16.603483841521815,8,64.86486486486487,81.46834870638668
805,thyroid desiccated (Armour Throid)15mg (0.25 gr) tab,92,1,5,150.0,87.83100656536799,3,150.0,237.831006565368
806,Latuda 60 mg tablet,92,1,5,75.0,75.08818345197629,4,75.0,150.0881834519763
807,flecainide 150 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
808,SSD 1% cream [50g tube],92,1,5,50.0,0.0,2,50.0,50.0
809,Armour Thyroid 60mg (1 gr) tab,92,1,5,130.0,80.87026647662292,8,130.0,210.87026647662293
810,aspirin 325 mg tablet,92,1,5,94.73684210526316,20.647416048350554,4,94.73684210526316,115.38425815361371
811,imipramine 25 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
812,imipramine 50 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
813,acyclovir 5% ointment [30g],92,1,5,50.0,29.277002188455995,3,50.0,79.277002188456
814,HumaLOG Junior KwikPen lispro 100 units/mL [3mL],92,1,5,15.0,0.0,1,15.0,15.0
815,cholestyramine 4 g powder-oral [378g],92,1,5,378.0,0.0,1,378.0,378.0
816,aluminum chloride hexahydrate 20% topical soln [35mL],92,1,5,35.0,0.0,3,35.0,35.0
817,ALPRAZolam 0.5 mg tablet,92,1,5,19.88888888888889,12.35168419949695,6,19.88888888888889,32.24057308838584
818,azithromycin 250 mg tablet (6EA),92,1,5,7.714285714285714,2.8128433856309725,4,7.714285714285714,10.527129099916687
819,levothyroxine (Mylan) 50 mcg tablet,92,1,5,100.0,29.104275004359955,4,100.0,129.10427500435995
820,lovastatin 40 mg tablet,92,1,5,45.0,0.0,1,45.0,45.0
821,labetalol 100 mg tablet,92,1,5,180.0,0.0,2,180.0,180.0
822,tacrolimus 0.1% ointment [30g],92,1,5,53.18181818181818,24.37531218581301,5,53.18181818181818,77.55713036763119
823,ustekinumab 90 mg/mL Sol-inj (1mL),92,1,5,1.0,0.0,3,1.0,1.0
824,ibandronate 150 mg tablet,92,1,5,3.1578947368421053,0.6882472016116855,4,3.1578947368421053,3.846141938453791
825,Asmanex Twisthaler 220 mcg Aer-60 inhaler (1EA),92,1,5,3.0,0.0,1,3.0,3.0
826,terazosin 2 mg capsule,92,1,5,90.0,0.0,2,90.0,90.0
827,Cyclafem (norethindrone/EE) 1/35 tablet (28),92,1,5,84.0,0.0,4,84.0,84.0
828,Repatha SureClick 140 mg/mL Inj-Pen [2EA],92,1,5,4.37037037037037,2.221367356938724,6,4.37037037037037,6.591737727309094
829,benazepril 10 mg tablet,92,1,5,225.0,47.43416490252569,2,225.0,272.4341649025257
830,HumaLOG KwikPen lispro 100 units/mL [3mL],92,1,5,22.5,7.694837640638656,4,22.5,30.194837640638656
831,Prevacid Solutab 15 mg ODT,92,1,5,70.0,29.277002188455995,3,70.0,99.277002188456
832,leflunomide 10 mg tablet,92,1,5,77.14285714285714,28.6164480483008,3,77.14285714285714,105.75930519115794
833,phenazopyridine 100 mg tablet,92,1,5,14.333333333333334,7.905694150420949,2,14.333333333333334,22.239027483754285
834,Salagen 5 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
835,Vascepa 1 g capsule,92,1,5,315.0,79.96709849747747,4,315.0,394.9670984974775
836,LORazepam 1 mg tablet,92,1,5,70.0,102.0206561717493,6,70.0,172.0206561717493
837,Carafate 1 g/10 mL oral suspension [420mL],92,1,5,420.0,0.0,1,420.0,420.0
838,Chantix 0.5 mg tablet,92,1,5,11.0,0.0,1,11.0,11.0
839,ARIPiprazole 2 mg tablet,92,1,5,50.0,14.638501094227998,3,50.0,64.63850109422799
840,diclofenac sodium EC 50 mg tablet,92,1,5,150.0,126.49110640673517,2,150.0,276.4911064067352
841,memantine ER 14 mg/24 hour capsule,92,1,5,90.0,0.0,1,90.0,90.0
842,mometasone 0.1% cream [45g],92,1,5,45.0,0.0,2,45.0,45.0
843,Orencia Prefilled Syringe 125 mg/mL Inj [1mL],92,1,5,8.0,0.0,2,8.0,8.0
844,Focalin XR 10 mg/24 hour capsule,92,1,5,60.0,30.779350562554622,4,60.0,90.77935056255463
845,fluconazole 100 mg tablet,92,1,5,23.583333333333332,7.621004536472046,5,23.583333333333332,31.20433786980538
846,Janumet 500 mg-50 mg tablet,92,1,5,157.5,39.98354924873873,4,157.5,197.48354924873874
847,sulfamethoxazole-trimethoprim 400 mg-80 mg tablet,92,1,5,45.0,0.0,1,45.0,45.0
848,halobetasol 0.05% ointment [50g],92,1,5,50.0,0.0,3,50.0,50.0
849,cloNIdine 0.2 mg/24 hour weekly patch,92,1,5,12.0,0.0,1,12.0,12.0
850,carBAMazepine 200 mg tablet,92,1,5,180.0,65.29286250990106,4,180.0,245.29286250990106
851,Al/Mg/simethicone 400-400-40mg/5mL susp (360ml),92,1,5,360.0,0.0,1,360.0,360.0
852,brimonidine 0.2% eye drops [10mL],92,1,5,10.0,0.0,4,10.0,10.0
853,glipiZIDE ER 2.5 mg/24 hour tablet,92,1,5,98.07692307692308,50.59796286565148,6,98.07692307692308,148.67488594257458
854,mycophenolate mofetil 250 mg capsule,92,1,5,390.0,294.42182413387053,4,390.0,684.4218241338706
855,triamcinolone 0.1% cream [15g],92,1,5,24.166666666666668,15.553512937786188,4,24.166666666666668,39.72017960445285
856,raloxifene 60 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
857,Trintellix 10 mg tablet,92,1,5,30.0,0.0,1,30.0,30.0
858,betamethasone 0.12% foam [100g],92,1,5,100.0,0.0,2,100.0,100.0
859,nitroglycerin 0.4 mg sublingual tablet [25EA],92,1,5,45.0,25.444761689508855,11,45.0,70.44476168950885
860,Atacand 32 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
861,clomiPHENE 50 mg tablet,92,1,5,43.75,17.336902313221408,4,43.75,61.08690231322141
862,terbinafine 1% cream [30g],92,1,5,30.0,0.0,1,30.0,30.0
863,Estrogel 0.75 mg/1.25 g (0.06%) gel [50g],92,1,5,150.0,0.0,1,150.0,150.0
864,ondansetron 8 mg ODT,92,1,5,32.69230769230769,26.729413357975865,6,32.69230769230769,59.42172105028356
865,methylphenidate 5 mg tablet,92,1,5,100.0,63.80774695464942,3,100.0,163.80774695464942
866,Ritalin LA 20 mg/24 hour capsule,92,1,5,60.0,31.622776601683793,2,60.0,91.6227766016838
867,"Creon DR 24,000-76,000-120,000 units capsule",92,1,5,270.0,0.0,1,270.0,270.0
868,Transderm-Scop 1 mg/72 hour patch,92,1,5,5.0,1.0540925533894598,2,5.0,6.054092553389459
869,topiramate 50 mg tablet,92,1,5,154.6875,57.078574874268014,7,154.6875,211.766074874268
870,budesonide EC 3 mg capsule,92,1,5,150.0,87.83100656536799,3,150.0,237.831006565368
871,Baqsimi 3 mg nasal powder [2EA],92,1,5,2.0,0.0,3,2.0,2.0
872,nabumetone 750 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
873,Adderall XR 25 mg capsule,92,1,5,63.8,32.94186798994049,5,63.8,96.74186798994049
874,zzsotalol 80 mg tablet,92,1,5,105.0,46.16902584383194,4,105.0,151.16902584383195
875,Ajovy 225 mg/1.5 mL Inj (1.5mL),92,1,5,4.5,0.0,2,4.5,4.5
876,podofilox 0.5% topical solution [3.5mL],92,1,5,3.5,0.0,2,3.5,3.5
877,memantine 10 mg tablet,92,1,5,135.0,47.43416490252569,2,135.0,182.43416490252568
878,"nystatin-triamcinolone 100,000 units/g-0.1% cream [15g]",92,1,5,22.5,7.905694150420948,2,22.5,30.40569415042095
879,ibuprofen 100 mg/5 mL oral suspension [120mL],92,1,5,480.0,0.0,1,480.0,480.0
880,acetaminophen 160 mg/5 mL oral suspension [118mL],92,1,5,268.1818181818182,76.30703530057787,3,268.1818181818182,344.48885348239605
881,bimatoprost ophthalmic 0.03% SOL,92,1,5,2.5,0.0,2,2.5,2.5
882,enalapril 10 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
883,enalapril 5 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
884,NovoLOG aspart PenFill 100 units/mL [3mL],92,1,5,66.81818181818181,7.833494518006402,3,66.81818181818181,74.65167633618822
885,estradiol 0.05 mg/24 hr (Eqv Vivelle-Dot) 2x/wk [8EA],92,1,5,24.0,0.0,3,24.0,24.0
886,multivitamin Pediatric Poly-Vi-Sol oral solution [50mL],92,1,5,69.23076923076923,25.318484177091666,3,69.23076923076923,94.54925340786089
887,Tecfidera DR 240 mg capsule,92,1,5,108.0,75.8946638440411,2,108.0,183.8946638440411
888,inhaler spacer (easivent) w/mask med,92,1,5,1.0,0.0,3,1.0,1.0
889,cyproheptadine 4 mg tablet,92,1,5,75.0,47.43416490252569,2,75.0,122.43416490252568
890,Strattera 60 mg capsule,92,1,5,10.0,0.0,1,10.0,10.0
891,febuxostat 80 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
892,amLODIPine-benazepril 5 mg-40 mg capsule,92,1,5,90.0,0.0,2,90.0,90.0
893,Dulera 5-200 mcg inhaler (13g),92,1,5,39.0,0.0,1,39.0,39.0
894,montelukast 4 mg chew tablet,92,1,5,90.0,0.0,1,90.0,90.0
895,valsartan 80 mg tablet,92,1,5,128.57142857142858,48.10702354423639,2,128.57142857142858,176.67845211566498
896,Daliresp 500 mcg tablet,92,1,5,90.0,0.0,2,90.0,90.0
897,HumaLOG lispro cartridge 100 units/mL [3mL],92,1,5,15.0,0.0,1,15.0,15.0
898,Ozempic 2 mg/1.5 mL Soln [2 pens/3 mL],92,1,5,8.017241379310345,5.868321064685077,7,8.017241379310345,13.885562443995422
899,sotalol 120 mg tablet,92,1,5,180.0,0.0,2,180.0,180.0
900,fenofibric acid DR 135 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
901,Savella 100 mg tablet,92,1,5,125.0,82.73726213414695,3,125.0,207.73726213414693
902,Altace 1.25 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
903,Atrovent HFA 17 mcg inhaler (12.9g),92,1,5,39.0,0.0,2,39.0,39.0
904,Aimovig 140 mg/mL inj-syringe [1 mL],92,1,5,3.076923076923077,1.2557559782549623,4,3.076923076923077,4.33267905517804
905,Sure Comfort pen needles 32g 6mm [100EA],92,1,5,200.0,81.64965809277261,4,200.0,281.6496580927726
906,inhaler spacer (easivent) w/mask smal,92,1,5,1.5,0.5270462766947299,2,1.5,2.0270462766947297
907,Minivelle 0.0375 mg/24 hours twice weekly patch [8EA],92,1,5,24.0,0.0,1,24.0,24.0
908,lansoprazole DR 30 mg capsule,92,1,5,90.0,0.0,2,90.0,90.0
909,lidocaine-prilocaine 2.5%-2.5% cream [30g],92,1,5,90.0,67.08203932499369,3,90.0,157.08203932499367
910,erythromycin 2% gel [30g],92,1,5,60.0,0.0,1,60.0,60.0
911,irbesartan 75 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
912,colestipol 5 g granule [500g],92,1,5,2000.0,0.0,1,2000.0,2000.0
913,glycerin adult rectal suppository [24EA],92,1,5,24.0,0.0,1,24.0,24.0
914,sodium biphosphate-sodium phosphate 7 g-19 g enema [133mL],92,1,5,133.0,0.0,1,133.0,133.0
915,gabapentin 400 mg capsule,92,1,5,284.2105263157895,153.74277903453927,4,284.2105263157895,437.9533053503287
916,cyclobenzaprine ER 15 mg/24 hour capsule,92,1,5,21.0,0.0,2,21.0,21.0
917,Rapaflo 8 mg capsule,92,1,5,75.0,15.811388300841896,2,75.0,90.8113883008419
918,fenofibrate 134 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
919,NovoLIN N FlexPen [3mL],92,1,5,15.0,0.0,1,15.0,15.0
920,Betoptic S 0.25% eye drops (suspension) [10mL],92,1,5,10.0,0.0,1,10.0,10.0
921,Ambien CR 12.5 mg tablet,92,1,5,102.27272727272727,29.100140580728844,3,102.27272727272727,131.3728678534561
922,atomoxetine 40 mg capsule,92,1,5,90.0,0.0,4,90.0,90.0
923,Kapvay 0.1 mg/12 hour tablet,92,1,5,90.0,0.0,2,90.0,90.0
924,terazosin 1 mg capsule,92,1,5,180.0,131.74650984805197,3,180.0,311.74650984805197
925,mirtazapine 30 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
926,pramipexole 0.25 mg tablet,92,1,5,210.9375,156.50579062769532,4,210.9375,367.4432906276953
927,levothyroxine (Tirosint) 125 mcg capsule,92,1,5,36.0,0.0,1,36.0,36.0
928,levothyroxine (Tirosint) 112 mcg capsule,92,1,5,69.0,22.135943621178654,2,69.0,91.13594362117865
929,tazarotene 0.1% cream [30g],92,1,5,45.0,15.811388300841896,2,45.0,60.8113883008419
930,hydrocortisone 1% cream [28.4g],92,1,5,28.4,0.0,1,28.4,28.4
931,Travatan Z 0.004% eye drops [5mL],92,1,5,7.5,2.6352313834736494,2,7.5,10.135231383473648
932,Alphagan P 0.15% eye drops [10mL],92,1,5,15.0,5.270462766947299,2,15.0,20.270462766947297
933,timolol 0.5% eye drops (gel forming) [5mL],92,1,5,5.0,0.0,1,5.0,5.0
934,Ocella (drospirenone/EE) 3/0.03 tablet (28),92,1,5,84.0,0.0,1,84.0,84.0
935,moisturizing cream [454g],92,1,5,454.0,0.0,1,454.0,454.0
936,"nystatin 100,000 units/g cream [30g]",92,1,5,30.0,0.0,3,30.0,30.0
937,sulfaSALAzine 500 mg tablet,92,1,5,368.3333333333333,141.69467510242205,3,368.3333333333333,510.0280084357554
938,PARoxetine 30 mg tablet,92,1,5,114.375,48.023431780746364,4,114.375,162.39843178074636
939,Welchol 625 mg tablet,92,1,5,360.0,0.0,1,360.0,360.0
940,trospium 20 mg tablet,92,1,5,180.0,0.0,2,180.0,180.0
941,fluocinonide 0.05% cream [60g],92,1,5,60.0,0.0,3,60.0,60.0
942,furosemide 80 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
943,Serevent Diskus 50 mcg inhaler (60EA),92,1,5,180.0,0.0,4,180.0,180.0
944,fenofibrate 120 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
945,famciclovir 500 mg tablet,92,1,5,45.0,0.0,1,45.0,45.0
946,Uloric 40 mg tablet,92,1,5,112.5,40.24922359499622,4,112.5,152.7492235949962
947,atomoxetine 25 mg capsule,92,1,5,90.0,0.0,1,90.0,90.0
948,Breo Ellipta 100-25 mcg inhaler (60EA/30 Doses),92,1,5,60.0,0.0,1,60.0,60.0
949,fluvoxaMINE ER 100 mg/24 hour capsule,92,1,5,30.0,0.0,1,30.0,30.0
950,carisoprodol 350 mg tablet,92,1,5,70.0,29.277002188455995,3,70.0,99.277002188456
951,PARoxetine 10 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
952,tadalafil 10 mg tablet,92,1,5,20.0,10.540925533894598,2,20.0,30.540925533894598
953,levETIRAcetam 750 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
954,Edarbi 80 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
955,cephalexin 125 mg/5 mL oral suspension [100mL],92,1,5,200.0,0.0,1,200.0,200.0
956,clobetasol 0.05% ointment [45g],92,1,5,45.0,0.0,2,45.0,45.0
957,Xopenex HFA 45 mcg inhaler (15g),92,1,5,23.68421052631579,12.565617248750865,5,23.68421052631579,36.249827775066656
958,betamethasone dipropionate 0.05% cream [15g],92,1,5,80.17241379310344,61.098321794533554,10,80.17241379310344,141.270735587637
959,Tudorza Pressair 400 mcg inhaler (1EA/60 Dose),92,1,5,3.0,0.0,1,3.0,3.0
960,ammonium lactate 12% lotion [225 g],92,1,5,476.47058823529414,274.21344734692053,5,476.47058823529414,750.6840355822146
961,torsemide 20 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
962,clindamycin 1% topical solution [60mL],92,1,5,81.81818181818181,30.271498746570785,3,81.81818181818181,112.0896805647526
963,carBAMazepine (Taro) 100 mg chew tablet,92,1,5,90.0,0.0,1,90.0,90.0
964,enoxaparin 150 mg/mL inj-syringe (1mL),92,1,5,3.0,0.0,1,3.0,3.0
965,BD Ultra-Fine pen needle 32g 4mm [100EA],92,1,5,400.0,0.0,1,400.0,400.0
966,Seroquel XR 200 mg tablet,92,1,5,30.0,0.0,2,30.0,30.0
967,Vesicare 5 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
968,codeine-guaiFENesin 10 mg-100 mg/5 mL (SF) syrup,92,1,5,118.0,0.0,1,118.0,118.0
969,amLODIPine-benazepril 10 mg-20 mg capsule,92,1,5,90.0,0.0,3,90.0,90.0
970,prochlorperazine 5 mg tablet,92,1,5,46.36363636363637,15.666989036012806,3,46.36363636363637,62.030625399649175
971,Colestid 5 g granule [500g],92,1,5,500.0,0.0,1,500.0,500.0
972,hydrochlorothiazide-spironolactone 25 mg-25 mg tab,92,1,5,90.0,0.0,1,90.0,90.0
973,Adderall XR 5 mg capsule,92,1,5,30.0,0.0,1,30.0,30.0
974,estradiol 0.025mg/24hr (Eqv Vivelle-Dot) 2x/wk [8EA],92,1,5,24.0,0.0,1,24.0,24.0
975,doxycycline hyclate 100 mg tablet,92,1,5,283.84615384615387,210.78972387739324,4,283.84615384615387,494.6358777235471
976,contour next (glucose) test strip [50],92,1,5,600.0,0.0,1,600.0,600.0
977,Osphena 60 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
978,methenamine hippurate 1 g tablet,92,1,5,135.0,47.43416490252569,2,135.0,182.43416490252568
979,Brilinta 90 mg tablet,92,1,5,135.0,47.43416490252569,2,135.0,182.43416490252568
980,metroNIDAZOLE 1% gel [60g],92,1,5,60.0,0.0,2,60.0,60.0
981,imiquimod 5% cream [24EA],92,1,5,24.0,0.0,1,24.0,24.0
982,metroNIDAZOLE 0.75% vaginal gel [70g],92,1,5,105.0,36.89323936863109,2,105.0,141.8932393686311
983,Belsomra 20 mg tablet UD,92,1,5,90.0,0.0,1,90.0,90.0
984,zonisamide 100 mg capsule,92,1,5,321.42857142857144,163.13885409149384,2,321.42857142857144,484.5674255200653
985,baclofen 10 mg tablet,92,1,5,138.75,115.85894637249838,3,138.75,254.6089463724984
986,warfarin (Exelan) 2.5 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
987,Seasonique (l-norgestrel/EE) biphasic tablet (91),92,1,5,91.0,0.0,1,91.0,91.0
988,HYDROcodone-acetaminophen 7.5-325mg/15 mL oral sol [118mL],92,1,5,421.42857142857144,234.69971462265576,3,421.42857142857144,656.1282860512272
989,nystatin 100000 units/mL oral suspension [60mL],92,1,5,60.0,0.0,2,60.0,60.0
990,Rhopressa 0.02% eye drops [2.5mL],92,1,5,8.0,0.0,1,8.0,8.0
991,dexamethasone 0.5 mg/5 mL elixir,92,1,5,237.0,0.0,1,237.0,237.0
992,Depo-Estradiol 5 mg/mL Sol [5mL],92,1,5,5.0,0.0,1,5.0,5.0
993,Truvada 200 mg-300 mg tablet,92,1,5,60.0,31.622776601683793,2,60.0,91.6227766016838
994,"Creon DR 36,000-114,000-180,000 units capsule",92,1,5,165.0,36.742346141747674,2,165.0,201.74234614174767
995,Tasigna 150 mg capsule,92,1,5,112.0,0.0,1,112.0,112.0
996,verapamil SR 180 mg tablet,92,1,5,150.0,73.48469228349535,5,150.0,223.48469228349535
997,BD insulin syringe 0.5 mL 31 g 6 mm [100EA],92,1,5,200.0,146.38501094227996,3,200.0,346.38501094227996
998,levothyroxine (Mylan) 112 mcg tablet,92,1,5,90.0,0.0,1,90.0,90.0
999,clobetasol 0.05% cream [30g],92,1,5,79.41176470588235,35.08393297424302,4,79.41176470588235,114.49569768012537
1000,Urocit-K citrate ER 15 mEq tablet,92,1,5,90.0,0.0,1,90.0,90.0
1001,Lunesta 1 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1002,desonide 0.05% cream [15g],92,1,5,15.0,0.0,2,15.0,15.0
1003,Viibryd 20 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1004,urea 20% cream [85g],92,1,5,377.77777777777777,141.66666666666666,2,377.77777777777777,519.4444444444445
1005,warfarin (Exelan) 10 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1006,tacrolimus 1 mg capsule,92,1,5,4.0,0.0,1,4.0,4.0
1007,eplerenone 25 mg tablet,92,1,5,79.0,25.648725949979326,4,79.0,104.64872594997932
1008,Coreg CR 80 mg/24 hour capsule,92,1,5,112.5,41.661904489764815,2,112.5,154.16190448976482
1009,Entresto 24 mg-26 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1010,triamcinolone 0.025% ointment [80g],92,1,5,80.0,0.0,2,80.0,80.0
1011,ketorolac 10 mg tablet,92,1,5,20.0,0.0,2,20.0,20.0
1012,doxazosin 4 mg tablet,92,1,5,90.0,0.0,2,90.0,90.0
1013,doxycycline monohydrate 100 mg capsule,92,1,5,19.0,6.961432213383857,3,19.0,25.96143221338386
1014,Focalin XR 40 mg/24 hour capsule,92,1,5,60.0,31.622776601683793,2,60.0,91.6227766016838
1015,Dulera 5-100 mcg inhaler (13g),92,1,5,26.0,0.0,1,26.0,26.0
1016,U-500 (conc) HumuLIN R KwikPen regular 500 units/mL [3mL],92,1,5,30.0,0.0,1,30.0,30.0
1017,sulfacetamide sodium-sulfur 10%-5% cleanser [340.2g],92,1,5,340.0,0.0,1,340.0,340.0
1018,levETIRAcetam (Keppra) XR 750 mg tablet,92,1,5,60.0,0.0,1,60.0,60.0
1019,Prempro 0.45 mg-1.5 mg tablet (28),92,1,5,84.0,0.0,2,84.0,84.0
1020,"Bicillin L-A  1,200,000 units/2 mL Sus [2mL]",92,1,5,3.0,1.0540925533894598,2,3.0,4.054092553389459
1021,Linzess 72 mcg capsule,92,1,5,180.0,0.0,1,180.0,180.0
1022,busPIRone 30 mg tablet,92,1,5,180.0,0.0,1,180.0,180.0
1023,haloperidol 0.5 mg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1024,Sudogest ER 120 mg tablet,92,1,5,10.0,0.0,1,10.0,10.0
1025,levothyroxine (Mylan) 125 mcg tablet,92,1,5,90.0,0.0,1,90.0,90.0
1026,Ubrelvy 50 mg tablet,92,1,5,20.0,0.0,1,20.0,20.0
